"name","folder","styleUrl","geometryType","coordinates"
"zona roja","Capa sin tÃ­tulo","#poly-E65100-1200-128","Polygon","-76.9617894,-12.1484122,0 -76.9635388,-12.1487352,0 -76.9621655,-12.1509797,0 -76.9619509,-12.1542102,0 -76.9623372,-12.1546717,0 -76.9586469,-12.1538288,0 -76.9548818,-12.1523498,0 -76.9563187,-12.1501054,0 -76.9566565,-12.1498189,0 -76.9553877,-12.145585,0 -76.9556069,-12.144579,0 -76.9558476,-12.1432373,0 -76.9569835,-12.1437531,0 -76.9556186,-12.1388491,0 -76.9569639,-12.1390927,0 -76.9583446,-12.138774,0 -76.9611631,-12.1403643,0 -76.9598297,-12.1424939,0 -76.9601401,-12.1434459,0 -76.9611156,-12.1432651,0 -76.9623165,-12.1471749,0 -76.9617262,-12.1473971,0 -76.9619513,-12.1483116,0 -76.9617894,-12.1484122,0"
"ZONA ROJA","Capa sin tÃ­tulo","#poly-E65100-1200-77","Polygon","-77.0644745,-11.8984199,0 -77.0654619,-11.9000234,0 -77.0675865,-11.9026768,0 -77.0685203,-11.9057626,0 -77.0703125,-11.9090163,0 -77.0738323,-11.9140251,0 -77.0729057,-11.9195469,0 -77.0603064,-11.9020575,0 -77.0568731,-11.8981469,0 -77.0581607,-11.8971863,0 -77.0583974,-11.8967972,0 -77.0567695,-11.8944165,0 -77.0545729,-11.8919203,0 -77.0506106,-11.8887113,0 -77.0503029,-11.8888442,0 -77.0433119,-11.8829213,0 -77.0393751,-11.878431,0 -77.0336945,-11.8705792,0 -77.0292664,-11.8642173,0 -77.0305308,-11.8636314,0 -77.0421922,-11.8775782,0 -77.0444225,-11.8743951,0 -77.0506172,-11.8787553,0 -77.0549194,-11.8826084,0 -77.055079,-11.8825441,0 -77.0551796,-11.8825847,0 -77.0563356,-11.8848657,0 -77.0588999,-11.8890232,0 -77.0622725,-11.8946746,0 -77.0644745,-11.8984199,0"
"ZONA ROJA","Capa sin tÃ­tulo","#poly-E65100-1200-77","Polygon","-77.0678779,-12.0150347,0 -77.0680818,-12.0138593,0 -77.0719281,-12.0179519,0 -77.0732853,-12.0193161,0 -77.0697662,-12.0254443,0 -77.0690796,-12.0251085,0 -77.0648739,-12.0231777,0 -77.0624478,-12.0229691,0 -77.0633906,-12.0201792,0 -77.0652119,-12.0207904,0 -77.0652923,-12.0200401,0 -77.065236,-12.0198224,0 -77.0638184,-12.0193095,0 -77.0630017,-12.0186497,0 -77.0615127,-12.0184821,0 -77.0606567,-12.018409,0 -77.0608117,-12.0171924,0 -77.0624196,-12.0172042,0 -77.0624189,-12.0169347,0 -77.0619033,-12.0164343,0 -77.0609534,-12.0163676,0 -77.0613314,-12.014637,0 -77.0613876,-12.0140869,0 -77.0617681,-12.0139575,0 -77.0619878,-12.0134397,0 -77.0628434,-12.0133426,0 -77.0627227,-12.0145048,0 -77.0637473,-12.0158847,0 -77.0678779,-12.0150347,0"
"zona de no entrega","Capa sin tÃ­tulo","#poly-C2185B-1200-77","Polygon","-77.1323197,-11.8703759,0 -77.1344655,-11.8704809,0 -77.1360963,-11.8732318,0 -77.1327489,-11.8750376,0 -77.1311395,-11.8763185,0 -77.1291225,-11.8762555,0 -77.1297448,-11.8700819,0 -77.1323197,-11.8703759,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-77.1472588,-12.0635379,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-77.1157396,-12.0456291,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.1156751,-12.0426518,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.1240108,-12.0439015,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.1182777,-12.0500264,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.1269854,-12.0387414,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.1260149,-12.0508838,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.1153961,-12.0536706,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.1287413,-12.054726,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.1152763,-12.0564606,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.1193158,-12.0652595,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-77.122042,-12.0652182,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.1230049,-12.0627683,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.1292337,-12.0625134,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.1334778,-12.0686277,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.1372085,-12.0633208,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.1471608,-12.0596883,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.1475765,-12.0608508,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.1491323,-12.0651345,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.1446354,-12.0566279,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.141034,-12.0509604,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.1359731,-12.0424339,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.13173,-12.0503749,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.1363623,-12.051833,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.1427418,-12.0568681,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.1425651,-12.0579498,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.1578897,-12.0683336,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.1343976,-12.0238713,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.1301814,-12.0190775,0"
"zona roja no hay acceso","Capa sin tÃ­tulo","#poly-F57C00-1200-209","Polygon","-77.0498415,-12.0374111,0 -77.0496054,-12.0374635,0 -77.0491334,-12.0375894,0 -77.0485969,-12.0378728,0 -77.0477708,-12.0384813,0 -77.0472987,-12.0387646,0 -77.0464404,-12.0390165,0 -77.0455392,-12.0391739,0 -77.045051,-12.0391634,0 -77.0436295,-12.0391423,0 -77.0438547,-12.0361099,0 -77.0450993,-12.0361939,0 -77.0472559,-12.0362883,0 -77.0480387,-12.0361821,0 -77.0485862,-12.0362044,0 -77.0491655,-12.0362044,0 -77.0493801,-12.0364352,0 -77.0498415,-12.0371802,0 -77.0498415,-12.0374111,0"
"zona roja","Capa sin tÃ­tulo","#poly-F57C00-1200-77","Polygon","-77.0232767,-12.044617,0 -77.0233277,-12.0450538,0 -77.0235181,-12.0458787,0 -77.0236871,-12.0464886,0 -77.0238561,-12.0470985,0 -77.0236791,-12.047151,0 -77.0233492,-12.0458867,0 -77.0231359,-12.0449922,0 -77.0229978,-12.0446223,0 -77.0232767,-12.044617,0"
"zona de no entrega","Capa sin tÃ­tulo","#poly-E65100-1200-77","Polygon","-76.9600085,-12.0099936,0 -76.9594397,-12.0119641,0 -76.960357,-12.0159203,0 -76.9585063,-12.0183023,0 -76.958134,-12.0191569,0 -76.9569043,-12.019071,0 -76.9546248,-12.0188808,0 -76.9531928,-12.0187956,0 -76.9528663,-12.0192494,0 -76.9533779,-12.0199603,0 -76.9521602,-12.0194881,0 -76.9516076,-12.0193308,0 -76.9600085,-12.0099936,0"
"Zona de no entregas","Capa sin tÃ­tulo","#poly-880E4F-1200-77-nodesc","Polygon","-77.0734184,-11.9045584,0 -77.0742446,-11.9059651,0 -77.0730429,-11.9069939,0 -77.0711117,-11.9071829,0 -77.0703929,-11.9053667,0 -77.0734184,-11.9045584,0"
"SAN JUAN DE LURIGANCHO","Capa sin tÃ­tulo","#poly-0F9D58-2101-105","Unknown",""
"punto de encuentro","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.04964,-11.9571965,0"
"BARRANCO","Capa sin tÃ­tulo","#poly-0F9D58-2301-112","Polygon","-77.0281576,-12.1402138,0 -77.0256259,-12.1440244,0 -77.025304,-12.1460802,0 -77.0244871,-12.151278,0 -77.0254539,-12.1571214,0 -77.0195646,-12.1547597,0 -77.0194474,-12.1538243,0 -77.0159721,-12.1556579,0 -77.0155747,-12.1547831,0 -77.0183394,-12.1525583,0 -77.0160026,-12.1475017,0 -77.0152326,-12.1469908,0 -77.0155355,-12.14648,0 -77.0139501,-12.1441021,0 -77.0143852,-12.1436755,0 -77.0124278,-12.1404273,0 -77.0177184,-12.1357665,0 -77.0179866,-12.1312037,0 -77.0190488,-12.1312064,0 -77.019494,-12.1305573,0 -77.0216264,-12.1340804,0 -77.0230292,-12.1349903,0 -77.0229756,-12.1353784,0 -77.0257168,-12.1363696,0 -77.0281576,-12.1402138,0"
"SAN ISIDRO","Capa sin tÃ­tulo","#poly-0F9D58-1501-105","Polygon","-77.02263,-12.0907586,0 -77.0302538,-12.0917697,0 -77.0303405,-12.0912726,0 -77.033577,-12.0905567,0 -77.0337736,-12.089205,0 -77.0449327,-12.0907754,0 -77.0476564,-12.0915008,0 -77.0486284,-12.0852178,0 -77.0500941,-12.0874743,0 -77.0532336,-12.0930459,0 -77.0549693,-12.0918867,0 -77.0557716,-12.0933607,0 -77.0573547,-12.0925529,0 -77.058907,-12.096403,0 -77.0584423,-12.0967072,0 -77.0599539,-12.1000037,0 -77.0602638,-12.0998383,0 -77.0608623,-12.1009132,0 -77.0606529,-12.1011022,0 -77.0607869,-12.1022353,0 -77.0608188,-12.1057709,0 -77.0551379,-12.1100464,0 -77.0529841,-12.1087852,0 -77.0516457,-12.1101676,0 -77.0493149,-12.1084231,0 -77.0467266,-12.1108746,0 -77.0460545,-12.1108658,0 -77.0456158,-12.1108653,0 -77.045165,-12.1108648,0 -77.0440168,-12.1108534,0 -77.0430563,-12.1108604,0 -77.0405448,-12.1083286,0 -77.0391266,-12.1098109,0 -77.0380069,-12.1090828,0 -77.036969,-12.1103121,0 -77.0313741,-12.1034555,0 -77.0164936,-12.1024141,0 -77.016558,-12.1032114,0 -77.0161718,-12.1035471,0 -77.0166009,-12.1053934,0 -77.014777,-12.1080369,0 -77.0103992,-12.1072602,0 -77.0122445,-12.0985217,0 -77.0077813,-12.0886604,0 -77.02263,-12.0907586,0"
"MIRAFLORES","Capa sin tÃ­tulo","#poly-0F9D58-3501-128","Polygon","-77.0551379,-12.1100464,0 -77.0380352,-12.1259908,0 -77.0298813,-12.1337948,0 -77.0280789,-12.1392491,0 -77.0257168,-12.1363696,0 -77.0230292,-12.1349903,0 -77.0216264,-12.1340804,0 -77.019494,-12.1305573,0 -77.0190488,-12.1312064,0 -77.0179866,-12.1312037,0 -77.0180085,-12.1304783,0 -77.0173862,-12.1304783,0 -77.0171502,-12.1299748,0 -77.0164354,-12.1305123,0 -77.0161886,-12.1299721,0 -77.0158925,-12.1302034,0 -77.0155384,-12.1295662,0 -77.0137038,-12.1294613,0 -77.0135107,-12.1299019,0 -77.0130386,-12.129818,0 -77.0131674,-12.1306571,0 -77.0129742,-12.1311816,0 -77.0126309,-12.1309088,0 -77.0124807,-12.1303844,0 -77.0119228,-12.1304893,0 -77.0117726,-12.1299858,0 -77.0112576,-12.1300697,0 -77.0094552,-12.1299438,0 -77.0095196,-12.127846,0 -77.0012583,-12.1289788,0 -77.0033612,-12.1258949,0 -77.0101633,-12.1155311,0 -77.0131459,-12.1175871,0 -77.0132103,-12.1188249,0 -77.013854,-12.1188249,0 -77.0138755,-12.1205243,0 -77.0173945,-12.1205452,0 -77.0182099,-12.1205243,0 -77.0182957,-12.1194333,0 -77.0240035,-12.11979,0 -77.0258059,-12.1191606,0 -77.0263382,-12.1095034,0 -77.0271965,-12.1034611,0 -77.0313741,-12.1034555,0 -77.036969,-12.1103121,0 -77.0380069,-12.1090828,0 -77.0391266,-12.1098109,0 -77.0405448,-12.1083286,0 -77.0430563,-12.1108604,0 -77.0467266,-12.1108746,0 -77.0493149,-12.1084231,0 -77.0516457,-12.1101676,0 -77.0529841,-12.1087852,0 -77.0551379,-12.1100464,0"
"SURQUILLO","Capa sin tÃ­tulo","#poly-0F9D58-1200-110","Polygon","-77.0103992,-12.1072602,0 -77.014777,-12.1080369,0 -77.0166009,-12.1053934,0 -77.0161718,-12.1035471,0 -77.016558,-12.1032114,0 -77.0164936,-12.1024141,0 -77.0271851,-12.1031871,0 -77.0258059,-12.1191606,0 -77.0240035,-12.11979,0 -77.0182957,-12.1194333,0 -77.0182099,-12.1205243,0 -77.0138755,-12.1205243,0 -77.013854,-12.1188249,0 -77.0132103,-12.1188249,0 -77.0131459,-12.1175871,0 -77.0101633,-12.1155311,0 -77.0028115,-12.126645,0 -77.0020175,-12.1252709,0 -77.0007729,-12.1242744,0 -76.9990241,-12.1216205,0 -76.9974973,-12.1198871,0 -76.9952172,-12.1145556,0 -76.9937788,-12.1112664,0 -77.0096244,-12.1121951,0 -77.0097532,-12.110202,0 -77.0099892,-12.110202,0 -77.0103992,-12.1072602,0"
"SAN BORJA","Capa sin tÃ­tulo","#poly-0F9D58-1200-115","Polygon","-77.0082103,-12.0847634,0 -77.0100127,-12.0850151,0 -77.0099269,-12.0888758,0 -77.0077813,-12.0886604,0 -77.0122445,-12.0985217,0 -77.0099892,-12.110202,0 -77.0097532,-12.110202,0 -77.0096244,-12.1121951,0 -76.9937788,-12.1112664,0 -76.9783965,-12.1102489,0 -76.9817009,-12.0851975,0 -76.9838467,-12.0850296,0 -76.9845789,-12.0836867,0 -76.9855472,-12.0824278,0 -76.987355,-12.0800568,0 -76.9897067,-12.081742,0 -76.9912717,-12.0817158,0 -76.9927939,-12.0818155,0 -76.99292,-12.0813539,0 -76.9935154,-12.0817315,0 -76.9936334,-12.0810601,0 -76.997131,-12.0822771,0 -76.9991516,-12.0834154,0 -77.0082103,-12.0847634,0"
"SAN LUIS","Capa sin tÃ­tulo","#poly-0F9D58-1200-115","Polygon","-77.0029406,-12.072077,0 -77.0090308,-12.0759061,0 -77.010447,-12.0776267,0 -77.0099749,-12.0793053,0 -77.0058121,-12.0809839,0 -77.0047822,-12.0819911,0 -77.0041384,-12.0840054,0 -76.9991516,-12.0834154,0 -76.997131,-12.0822771,0 -76.9936334,-12.0810601,0 -76.9935154,-12.0817315,0 -76.99292,-12.0813539,0 -76.9927939,-12.0818155,0 -76.9897067,-12.081742,0 -76.9872756,-12.079976,0 -76.9916959,-12.0743631,0 -76.9885201,-12.0724746,0 -76.9889922,-12.0713835,0 -76.9874687,-12.0645114,0 -76.9878925,-12.0643593,0 -76.9896037,-12.0647317,0 -76.9901518,-12.0648587,0 -77.0029406,-12.072077,0"
"SANTIAGO DE SURCO","Capa sin tÃ­tulo","#poly-0F9D58-3401-117","Polygon","-77.0130657,-12.1297897,0 -77.0136609,-12.1291676,0 -77.0157101,-12.1295662,0 -77.0160642,-12.1302034,0 -77.0163603,-12.1299721,0 -77.0165396,-12.130493,0 -77.0173219,-12.1299748,0 -77.0175579,-12.1304783,0 -77.0181802,-12.1304783,0 -77.0178901,-12.1357665,0 -77.0125995,-12.1404273,0 -77.0145569,-12.1436755,0 -77.0141218,-12.1441021,0 -77.0157072,-12.14648,0 -77.0154043,-12.1469908,0 -77.0161743,-12.1475017,0 -77.0185111,-12.1525583,0 -77.0157464,-12.1547831,0 -77.0161438,-12.1556579,0 -77.0076469,-12.1603084,0 -77.0079475,-12.1613752,0 -77.0101363,-12.1610276,0 -77.0111448,-12.1626787,0 -77.0118154,-12.1625776,0 -77.0145782,-12.1659868,0 -77.0147391,-12.1672348,0 -77.0100774,-12.1678169,0 -77.0075964,-12.169786,0 -77.0046178,-12.1735603,0 -77.0026071,-12.1741263,0 -76.9999067,-12.1661869,0 -76.9983678,-12.1666898,0 -76.9898591,-12.1730345,0 -76.985403,-12.1683546,0 -76.9844021,-12.1677385,0 -76.9846379,-12.1671481,0 -76.9839162,-12.1629166,0 -76.9845197,-12.1620742,0 -76.9844379,-12.1613377,0 -76.9848063,-12.1609101,0 -76.9851603,-12.1607606,0 -76.9848813,-12.1561405,0 -76.9823922,-12.1477184,0 -76.981491,-12.1433131,0 -76.980976,-12.138782,0 -76.9779442,-12.1362926,0 -76.9727548,-12.1332682,0 -76.9729937,-12.1330969,0 -76.9678591,-12.1295272,0 -76.9600762,-12.1096946,0 -76.9520681,-12.1055477,0 -76.9552341,-12.1022416,0 -76.9565632,-12.102004,0 -76.9604029,-12.1040114,0 -76.9612588,-12.1026131,0 -76.9631635,-12.0991661,0 -76.9631437,-12.0982394,0 -76.961323,-12.0866824,0 -76.9584499,-12.0802039,0 -76.9564352,-12.081363,0 -76.9547638,-12.0794166,0 -76.9579744,-12.0762807,0 -76.9592537,-12.0758725,0 -76.960879,-12.0758009,0 -76.9632712,-12.076665,0 -76.9654378,-12.0784351,0 -76.9670466,-12.0813802,0 -76.9702862,-12.083486,0 -76.9719266,-12.0839628,0 -76.9729232,-12.0837681,0 -76.9739722,-12.0817002,0 -76.9739628,-12.0793876,0 -76.974768,-12.0793749,0 -76.9749725,-12.0788376,0 -76.9746303,-12.0772594,0 -76.9766983,-12.0794485,0 -76.9775862,-12.0805885,0 -76.9818726,-12.0851975,0 -76.9785682,-12.1102489,0 -76.9939505,-12.1112664,0 -76.997669,-12.1198871,0 -77.0009446,-12.1242744,0 -77.0021892,-12.1252709,0 -77.0029832,-12.126645,0 -77.00143,-12.1289788,0 -77.0096913,-12.127846,0 -77.0096269,-12.1299438,0 -77.0119443,-12.1299858,0 -77.0120945,-12.1304893,0 -77.0126524,-12.1303844,0 -77.0128026,-12.1309088,0 -77.0131459,-12.1311816,0 -77.0128885,-12.129755,0 -77.0130657,-12.1297897,0"
"LA MOLINA","Capa sin tÃ­tulo","#poly-0F9D58-1200-125","Polygon","-76.96689,-12.0813261,0 -76.9652812,-12.078381,0 -76.9631146,-12.0766528,0 -76.9604024,-12.075613,0 -76.9578178,-12.0762685,0 -76.9546072,-12.0794044,0 -76.9557641,-12.0805676,0 -76.9567923,-12.0818148,0 -76.957842,-12.0834396,0 -76.9594133,-12.0879583,0 -76.9578089,-12.0925189,0 -76.9547288,-12.0929537,0 -76.9553726,-12.0994579,0 -76.9426493,-12.1131899,0 -76.9415444,-12.1160826,0 -76.9401658,-12.1166137,0 -76.93986,-12.1163685,0 -76.9392794,-12.117074,0 -76.9388818,-12.1167973,0 -76.938393,-12.1173861,0 -76.938037,-12.117234,0 -76.9378472,-12.1179159,0 -76.9382985,-12.1183382,0 -76.9381222,-12.1185978,0 -76.934689,-12.1184746,0 -76.9322804,-12.1187696,0 -76.9320417,-12.1181513,0 -76.9322227,-12.1170135,0 -76.9310305,-12.1152253,0 -76.933718,-12.1123458,0 -76.9353817,-12.1114443,0 -76.9368951,-12.112515,0 -76.9383771,-12.1102504,0 -76.93492,-12.1080917,0 -76.9346655,-12.1079472,0 -76.9351651,-12.1071965,0 -76.9357924,-12.1057108,0 -76.9362535,-12.1058668,0 -76.9367357,-12.1057382,0 -76.9368405,-12.1040829,0 -76.9362961,-12.1037441,0 -76.936613,-12.1031925,0 -76.9362968,-12.1030447,0 -76.9358948,-12.1032012,0 -76.9354454,-12.1034913,0 -76.9342999,-12.1033267,0 -76.9338705,-12.1035902,0 -76.9333013,-12.102764,0 -76.9342753,-12.101893,0 -76.9359037,-12.1021183,0 -76.9360945,-12.1014833,0 -76.9373131,-12.1014967,0 -76.9381347,-12.1001359,0 -76.9369454,-12.0994389,0 -76.9370239,-12.0990731,0 -76.9390711,-12.0989852,0 -76.9390799,-12.0987505,0 -76.9402131,-12.0986797,0 -76.9408421,-12.0981263,0 -76.9464479,-12.0900589,0 -76.9405413,-12.0876472,0 -76.9352198,-12.0909203,0 -76.9283693,-12.0891381,0 -76.9271676,-12.0927889,0 -76.9281625,-12.0990875,0 -76.9225484,-12.0998891,0 -76.9208472,-12.1073669,0 -76.9194096,-12.1072411,0 -76.9198413,-12.0992286,0 -76.9223304,-12.0913397,0 -76.9199271,-12.0858005,0 -76.918468,-12.0856326,0 -76.9156142,-12.0861547,0 -76.908501,-12.0876103,0 -76.9053638,-12.0885394,0 -76.9053058,-12.0892062,0 -76.9039452,-12.0896272,0 -76.9035093,-12.0900284,0 -76.9023597,-12.0909824,0 -76.9010759,-12.0918997,0 -76.8999031,-12.0925908,0 -76.8991668,-12.0935637,0 -76.8988395,-12.0936477,0 -76.8993519,-12.089955,0 -76.8964386,-12.0894201,0 -76.893834,-12.0884706,0 -76.8900063,-12.0885283,0 -76.8889811,-12.0887958,0 -76.8882556,-12.0886121,0 -76.889425,-12.0850661,0 -76.8919034,-12.0858005,0 -76.8917317,-12.084038,0 -76.8916888,-12.0800093,0 -76.8915976,-12.0792225,0 -76.8961734,-12.0778062,0 -76.8970671,-12.0771112,0 -76.8978786,-12.0766063,0 -76.8996773,-12.0764791,0 -76.900721,-12.0732452,0 -76.902889,-12.0749756,0 -76.9062801,-12.0741461,0 -76.9080913,-12.071729,0 -76.9093832,-12.0691565,0 -76.9102673,-12.067927,0 -76.9135894,-12.0673734,0 -76.9140791,-12.0714256,0 -76.9157061,-12.0733061,0 -76.9181768,-12.0732848,0 -76.9183822,-12.073421,0 -76.9184803,-12.0737041,0 -76.9192329,-12.076064,0 -76.9220132,-12.0778888,0 -76.9250312,-12.0803109,0 -76.9275793,-12.0790991,0 -76.9297734,-12.0776251,0 -76.9302186,-12.0774021,0 -76.9316509,-12.077431,0 -76.9357601,-12.0753275,0 -76.9376913,-12.0687387,0 -76.9347301,-12.0681512,0 -76.9362321,-12.0638706,0 -76.9394079,-12.0649617,0 -76.9445961,-12.0570413,0 -76.9549817,-12.0616578,0 -76.9589299,-12.0618257,0 -76.9610756,-12.0628329,0 -76.9681996,-12.0658545,0 -76.9718045,-12.0679529,0 -76.9759328,-12.0783802,0 -76.9748159,-12.0787834,0 -76.9746114,-12.0793207,0 -76.9738062,-12.0793334,0 -76.9738156,-12.081646,0 -76.9727666,-12.0837139,0 -76.971032,-12.0835641,0 -76.96689,-12.0813261,0"
"ATE","Capa sin tÃ­tulo","#poly-0F9D58-2001-112","Polygon","-76.9872648,-12.0642911,0 -76.9890029,-12.0713835,0 -76.9884718,-12.0725113,0 -76.9878618,-12.0721968,0 -76.9869962,-12.0718753,0 -76.9859376,-12.0718265,0 -76.9849826,-12.0718265,0 -76.9828477,-12.0719734,0 -76.9803585,-12.0713753,0 -76.9788672,-12.0707511,0 -76.9781054,-12.0703996,0 -76.9777193,-12.0702212,0 -76.97727,-12.0700248,0 -76.9767335,-12.069857,0 -76.9760233,-12.0696392,0 -76.9752879,-12.069301,0 -76.9746735,-12.0690617,0 -76.9737293,-12.0688729,0 -76.9731604,-12.0687193,0 -76.9723107,-12.0683838,0 -76.9719492,-12.0683579,0 -76.9718001,-12.0679651,0 -76.9589255,-12.0618379,0 -76.9549773,-12.06167,0 -76.9445917,-12.0570535,0 -76.9394035,-12.0649739,0 -76.9347458,-12.0631359,0 -76.9354753,-12.0539448,0 -76.9378357,-12.0519722,0 -76.9353236,-12.0470879,0 -76.9335083,-12.0497502,0 -76.913895,-12.0454886,0 -76.9037455,-12.0390343,0 -76.9006344,-12.0298938,0 -76.9049763,-12.0210635,0 -76.9073082,-12.0212147,0 -76.9088319,-12.0174736,0 -76.9174951,-12.0201378,0 -76.9268484,-12.0212521,0 -76.9409232,-12.0202484,0 -76.94607,-12.0205584,0 -76.9454732,-12.0230495,0 -76.9445273,-12.0234232,0 -76.9425271,-12.0307041,0 -76.9433433,-12.0309707,0 -76.9398381,-12.039394,0 -76.9391729,-12.0402648,0 -76.937864,-12.0436015,0 -76.9488902,-12.0486144,0 -76.968295,-12.0565283,0 -76.9777023,-12.0607442,0 -76.9819598,-12.0629454,0 -76.9872648,-12.0642911,0"
"SANTA ANITA","Capa sin tÃ­tulo","#poly-0F9D58-1200-138","Polygon","-76.9880439,-12.0396185,0 -76.9861525,-12.042507,0 -76.9829232,-12.0455605,0 -76.977076,-12.0507332,0 -76.9760167,-12.0520046,0 -76.9729404,-12.0585852,0 -76.9379177,-12.0435176,0 -76.9392266,-12.0401809,0 -76.9398918,-12.0393101,0 -76.942059,-12.0345908,0 -76.943397,-12.0308868,0 -76.9425808,-12.0306202,0 -76.944581,-12.0233393,0 -76.9454276,-12.0232609,0 -76.9462542,-12.0200052,0 -76.9488832,-12.0198555,0 -76.9566839,-12.0221478,0 -76.9616246,-12.0240261,0 -76.9608385,-12.0281287,0 -76.9602007,-12.029055,0 -76.9599509,-12.0299968,0 -76.960959,-12.0302479,0 -76.9634669,-12.0314625,0 -76.9754914,-12.0404155,0 -76.9831036,-12.0397282,0 -76.9846458,-12.0393006,0 -76.9851877,-12.0398147,0 -76.9872596,-12.0394675,0 -76.9880439,-12.0396185,0"
"SAN MIGUEL","Capa sin tÃ­tulo","#poly-0F9D58-3701-112","Polygon","-77.1114314,-12.0795874,0 -77.1038182,-12.0840365,0 -77.0895956,-12.0905834,0 -77.0779226,-12.0961435,0 -77.075411,-12.0895716,0 -77.0758161,-12.0893524,0 -77.0740658,-12.0859906,0 -77.0735785,-12.0861168,0 -77.0727859,-12.0847811,0 -77.072535,-12.0848261,0 -77.0714762,-12.0820474,0 -77.0811928,-12.0786438,0 -77.0796354,-12.0750954,0 -77.0785562,-12.073531,0 -77.0778052,-12.0687416,0 -77.0778235,-12.0683162,0 -77.0792795,-12.0605516,0 -77.0848884,-12.0616901,0 -77.0873755,-12.0617327,0 -77.1046443,-12.0637117,0 -77.1040518,-12.0677672,0 -77.1049512,-12.0722434,0 -77.1051443,-12.0722224,0 -77.1061099,-12.0745515,0 -77.1076549,-12.073922,0 -77.110144,-12.077657,0 -77.1105302,-12.0774891,0 -77.1114314,-12.0795874,0"
"LA PERLA - CALLAO","Capa sin tÃ­tulo","#poly-0F9D58-3001-97","Polygon","-77.1113531,-12.0792609,0 -77.1104519,-12.0771626,0 -77.1100657,-12.0773305,0 -77.1075766,-12.0735955,0 -77.1060316,-12.074225,0 -77.105066,-12.0718959,0 -77.1048729,-12.0719169,0 -77.1039735,-12.0674407,0 -77.104566,-12.0633852,0 -77.1185433,-12.0652596,0 -77.118715,-12.0657632,0 -77.1193587,-12.0659521,0 -77.1236502,-12.073653,0 -77.1113531,-12.0792609,0"
